,Temp,Psi
0,8.105,-1.9346938775510205
1,9.245,-0.5306122448979591
2,10.55,-1.5755102040816327
3,13.08,-1.0530612244897959
4,16.51,-1.5428571428571427
5,19.58,-0.5306122448979591
6,19.245,-0.5306122448979591
7,16.805,-0.4653061224489794
8,16.105,-1.6408163265306122
9,14.274999999999999,-1.9673469387755103
10,13.145,-1.0530612244897959
11,13.59,-1.7061224489795919
12,14.33,-0.9551020408163264
13,14.834999999999999,-1.4775510204081632
14,15.775,-1.4448979591836735
15,16.5,-0.9877551020408162
16,16.885,-0.9877551020408162
17,16.935,-1.6734693877551021
18,15.98,-0.49795918367346914
19,14.275,-1.6408163265306122
20,15.485,-0.889795918367347
21,16.03,-1.183673469387755
22,15.89,-1.2163265306122448
23,18.84,-1.2163265306122448
24,20.134999999999998,-1.020408163265306
25,16.939999999999998,-0.9877551020408162
26,16.515,-1.2489795918367346
27,16.42,-0.9551020408163264
28,17.48,-1.4775510204081632
29,15.025,-1.804081632653061
30,14.989999999999998,-1.4448979591836735
31,17.095,-1.5428571428571427
32,17.925,-1.8693877551020408
33,17.245,-0.49795918367346914
34,17.490000000000002,-1.6408163265306122
35,19.195,-1.804081632653061
36,17.765,-1.2489795918367346
37,16.395,-1.4122448979591837
38,18.655,-0.43265306122448965
39,18.525,-0.7265306122448978
40,17.48,-1.4775510204081632
41,20.025,-0.889795918367347
42,21.97,-1.7387755102040816
43,21.68,-0.49795918367346914
44,21.23,-0.693877551020408
45,19.135,-0.5306122448979591
46,16.85,-1.9346938775510205
47,16.86,-1.346938775510204
48,16.695,-0.7265306122448978
49,17.885,-1.2489795918367346
50,15.989999999999998,-1.6734693877551021
51,14.81,-1.6081632653061224
52,12.52,-2.0
53,12.14,-0.6285714285714286
54,13.955,-1.4448979591836735
55,15.66,-0.4
56,14.844999999999999,-1.4775510204081632
57,13.145,-0.43265306122448965
58,12.2,-1.4775510204081632
59,10.850000000000001,-1.4448979591836735
60,10.095,-1.6081632653061224
61,12.040000000000001,-0.9877551020408162
62,14.14,-0.6285714285714286
63,16.17,-0.4
64,19.025,-1.510204081632653
65,20.59,-1.183673469387755
